Latitude (decimal degrees):	40.202
Longitude (decimal degrees):	-76.735
Elevation (m):	111
Radiation database:	PVGIS-NSRDB


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20150507:2300,49.91,11.42,23.22,1.52,0.0
20150508:0000,0.0,0.0,21.54,1.93,0.0
20150508:0100,0.0,0.0,20.32,1.93,0.0
20150508:0200,0.0,0.0,19.15,2.07,0.0
20150508:0300,0.0,0.0,18.16,2.14,0.0
20150508:0400,0.0,0.0,17.46,2.0,0.0
20150508:0500,0.0,0.0,16.79,1.93,0.0
20150508:0600,0.0,0.0,16.13,1.79,0.0
20150508:0700,0.0,0.0,15.68,1.52,0.0
20150508:0800,0.0,0.0,14.95,1.59,0.0
20150508:0900,0.0,0.0,14.33,1.45,0.0
20150508:1000,0.0,0.0,13.94,1.24,0.0
20150508:1100,50.72,10.3,14.14,0.9,0.0
20150508:1200,179.79,21.59,17.33,0.69,0.0
20150508:1300,400.26,33.04,19.87,0.83,0.0
20150508:1400,470.36,44.28,22.17,0.9,0.0
20150508:1500,659.57,54.72,24.15,0.97,0.0
20150508:1600,934.24,63.12,25.45,1.1,0.0
20150508:1700,851.66,66.88,26.02,1.45,0.0
20150508:1800,941.04,63.85,26.91,1.45,0.0
20150508:1900,834.2,55.83,27.35,1.17,0.0
20150508:2000,591.86,45.54,27.45,1.45,0.0
20150508:2100,455.07,34.35,27.28,1.93,0.0
20150508:2200,230.7,22.91,26.56,2.07,0.0
20150508:2300,49.91,11.58,24.95,2.07,0.0
20150509:0000,0.0,0.0,22.84,2.34,0.0
20150509:0100,0.0,0.0,21.1,2.34,0.0
20150509:0200,0.0,0.0,19.98,2.28,0.0
20150509:0300,0.0,0.0,18.86,2.21,0.0
20150509:0400,0.0,0.0,17.98,1.93,0.0
20150509:0500,0.0,0.0,17.06,1.79,0.0
20150509:0600,0.0,0.0,16.24,1.66,0.0
20150509:0700,0.0,0.0,15.91,1.59,0.0
20150509:0800,0.0,0.0,14.98,1.59,0.0
20150509:0900,0.0,0.0,14.27,1.66,0.0
20150509:1000,0.0,0.0,13.97,1.59,0.0
20150509:1100,40.25,10.48,14.62,1.45,0.0
20150509:1200,83.79,21.77,16.51,2.14,0.0
20150509:1300,221.33,33.21,17.98,2.07,0.0
20150509:1400,298.93,44.46,19.97,2.21,0.0
20150509:1500,485.72,54.93,21.67,2.34,0.0
20150509:1600,560.63,63.37,23.09,2.41,0.0
20150509:1700,682.9,67.15,24.43,2.34,0.0
20150509:1800,622.21,64.09,25.43,2.48,0.0
20150509:1900,589.47,56.03,26.31,2.9,0.0
20150509:2000,388.5,45.7,26.38,3.03,0.0
20150509:2100,391.87,34.5,26.04,3.24,0.0
20150509:2200,215.03,23.06,25.25,3.38,0.0
20150509:2300,53.13,11.74,23.98,2.76,0.0
20150510:0000,0.0,0.0,22.03,2.41,0.0
20150510:0100,0.0,0.0,20.5,2.28,0.0
20150510:0200,0.0,0.0,19.4,2.14,0.0
20150510:0300,0.0,0.0,18.49,2.0,0.0
20150510:0400,0.0,0.0,17.75,1.93,0.0
20150510:0500,0.0,0.0,17.08,1.86,0.0
20150510:0600,0.0,0.0,16.54,1.86,0.0
20150510:0700,0.0,0.0,16.55,1.79,0.0
20150510:0800,0.0,0.0,15.91,1.72,0.0
20150510:0900,0.0,0.0,15.68,1.66,0.0
20150510:1000,0.0,0.0,15.6,1.59,0.0
20150510:1100,38.64,10.65,16.58,1.17,0.0
20150510:1200,80.26,21.93,18.37,2.41,0.0
20150510:1300,163.09,33.38,19.51,2.9,0.0
20150510:1400,233.6,44.63,20.7,2.83,0.0
20150510:1500,413.07,55.13,22.33,2.9,0.0
20150510:1600,639.39,63.6,23.98,2.97,0.0
20150510:1700,594.28,67.41,25.73,2.97,0.0
20150510:1800,943.59,64.33,27.14,2.83,0.0
20150510:1900,833.77,56.21,27.81,2.69,0.0
20150510:2000,664.22,45.86,28.08,2.76,0.0
20150510:2100,452.58,34.65,27.76,2.97,0.0
20150510:2200,228.56,23.21,27.04,3.1,0.0
20150510:2300,50.72,11.9,25.61,2.62,0.0
20150511:0000,6.44,1.16,23.58,2.41,0.0
20150511:0100,0.0,0.0,22.06,2.41,0.0
20150511:0200,0.0,0.0,20.93,2.28,0.0
20150511:0300,0.0,0.0,19.99,2.14,0.0
20150511:0400,0.0,0.0,19.26,1.93,0.0
20150511:0500,0.0,0.0,18.68,1.86,0.0
20150511:0600,0.0,0.0,18.41,1.72,0.0
20150511:0700,0.0,0.0,18.94,1.79,0.0
20150511:0800,0.0,0.0,18.59,1.79,0.0
20150511:0900,0.0,0.0,18.62,1.66,0.0
20150511:1000,0.0,0.0,18.43,1.52,0.0
20150511:1100,47.5,10.82,18.92,2.14,0.0
20150511:1200,138.41,22.1,19.65,2.76,0.0
20150511:1300,233.26,33.54,20.53,2.83,0.0
20150511:1400,637.21,44.81,22.11,2.97,0.0
20150511:1500,519.09,55.33,23.83,3.03,0.0
20150511:1600,919.11,63.84,25.8,3.17,0.0
20150511:1700,412.09,67.67,26.81,2.97,0.0
20150511:1800,926.86,64.55,27.51,2.97,0.0
20150511:1900,822.55,56.4,28.31,2.69,0.0
20150511:2000,657.5,46.02,28.12,3.17,0.0
20150511:2100,450.18,34.8,27.23,3.31,0.0
20150511:2200,227.57,23.36,26.39,3.1,0.0
20150511:2300,51.52,12.05,25.25,2.28,0.0
20150512:0000,7.25,1.33,23.59,1.93,0.0
20150512:0100,0.0,0.0,22.32,2.14,0.0
20150512:0200,0.0,0.0,21.38,2.14,0.0
20150512:0300,0.0,0.0,20.5,2.0,0.0
20150512:0400,0.0,0.0,19.77,2.0,0.0
20150512:0500,0.0,0.0,19.28,1.93,0.0
20150512:0600,0.0,0.0,18.85,1.86,0.0
20150512:0700,0.0,0.0,19.14,1.72,0.0
20150512:0800,0.0,0.0,18.9,1.79,0.0
20150512:0900,0.0,0.0,18.7,1.86,0.0
20150512:1000,0.0,0.0,18.74,2.0,0.0
20150512:1100,53.94,10.98,19.68,2.21,0.0
20150512:1200,142.02,22.25,21.45,2.34,0.0
20150512:1300,204.2,33.7,22.71,3.38,0.0
20150512:1400,415.8,44.97,23.82,3.31,0.0
20150512:1500,648.25,55.51,24.96,3.66,0.0
20150512:1600,776.18,64.06,26.14,4.0,0.0
20150512:1700,978.57,67.93,27.09,4.34,0.0
20150512:1800,945.27,64.78,27.97,4.9,0.0
20150512:1900,648.35,56.58,27.91,5.45,0.0
20150512:2000,669.88,46.18,27.03,5.03,0.0
20150512:2100,332.73,34.95,26.53,5.03,0.0
20150512:2200,235.22,23.51,25.66,4.55,0.0
20150512:2300,53.13,12.21,24.42,4.48,0.0
20150513:0000,8.86,1.49,22.84,4.41,0.0
20150513:0100,0.0,0.0,21.45,4.41,0.0
20150513:0200,0.0,0.0,20.02,4.34,0.0
20150513:0300,0.0,0.0,18.64,4.28,0.0
20150513:0400,0.0,0.0,17.31,4.21,0.0
20150513:0500,0.0,0.0,16.08,4.21,0.0
20150513:0600,0.0,0.0,15.05,4.0,0.0
20150513:0700,0.0,0.0,14.11,4.21,0.0
20150513:0800,0.0,0.0,13.46,4.07,0.0
20150513:0900,0.0,0.0,13.12,4.0,0.0
20150513:1000,0.0,0.0,13.02,3.93,0.0
20150513:1100,22.54,11.14,12.99,3.66,0.0
20150513:1200,117.72,22.41,13.46,4.76,0.0
20150513:1300,326.06,33.85,13.87,4.69,0.0
20150513:1400,669.12,45.13,14.48,4.55,0.0
20150513:1500,846.94,55.7,15.68,4.62,0.0
20150513:1600,962.91,64.28,16.66,4.41,0.0
20150513:1700,1005.25,68.18,17.72,4.48,0.0
20150513:1800,753.21,65.0,17.98,4.48,0.0
20150513:1900,672.97,56.76,16.92,4.0,0.0
20150513:2000,425.48,46.34,17.4,4.07,0.0
20150513:2100,184.22,35.1,17.13,4.21,0.0
20150513:2200,79.38,23.65,16.4,4.21,0.0
20150513:2300,28.98,12.36,15.33,4.0,0.0
20150514:0000,2.42,1.66,14.39,3.59,0.0
20150514:0100,0.0,0.0,13.56,3.45,0.0
20150514:0200,0.0,0.0,12.95,3.31,0.0
20150514:0300,0.0,0.0,12.47,3.1,0.0
20150514:0400,0.0,0.0,11.92,2.41,0.0
20150514:0500,0.0,0.0,11.16,2.07,0.0
20150514:0600,0.0,0.0,10.39,2.07,0.0
20150514:0700,0.0,0.0,9.46,2.34,0.0
20150514:0800,0.0,0.0,8.86,2.28,0.0
20150514:0900,0.0,0.0,8.31,2.07,0.0
20150514:1000,0.0,0.0,7.8,1.93,0.0
20150514:1100,53.13,11.3,8.19,1.66,0.0
20150514:1200,219.58,22.55,9.9,2.21,0.0
20150514:1300,456.8,33.99,11.83,2.07,0.0
20150514:1400,679.36,45.29,13.91,1.52,0.0
20150514:1500,784.6,55.87,15.56,0.9,0.0
20150514:1600,972.94,64.5,16.98,0.28,0.0
20150514:1700,1013.28,68.42,18.17,0.21,0.0
20150514:1800,976.7,65.22,19.12,0.41,0.0
20150514:1900,866.23,56.94,19.7,0.34,0.0
20150514:2000,692.46,46.49,20.16,0.21,0.0
20150514:2100,474.97,35.24,20.25,0.14,0.0
20150514:2200,241.45,23.8,19.98,0.28,0.0
20150514:2300,54.74,12.51,19.12,0.62,0.0
20150515:0000,10.47,1.82,17.36,1.1,0.0
20150515:0100,0.0,0.0,15.32,1.59,0.0
20150515:0200,0.0,0.0,13.92,2.0,0.0
20150515:0300,0.0,0.0,13.12,2.28,0.0
20150515:0400,0.0,0.0,12.52,2.28,0.0
20150515:0500,0.0,0.0,12.04,2.21,0.0
20150515:0600,0.0,0.0,11.67,2.0,0.0
20150515:0700,0.0,0.0,11.51,1.79,0.0
20150515:0800,0.0,0.0,11.34,1.79,0.0
20150515:0900,0.0,0.0,11.3,1.66,0.0
20150515:1000,0.0,0.0,11.33,1.66,0.0
20150515:1100,54.74,11.45,11.72,1.66,0.0
20150515:1200,199.46,22.7,12.79,1.52,0.0
20150515:1300,440.07,34.14,14.75,2.14,0.0
20150515:1400,517.4,45.44,17.27,2.69,0.0
20150515:1500,604.29,56.04,19.38,2.97,0.0
20150515:1600,783.59,64.71,21.0,2.97,0.0
20150515:1700,977.38,68.66,22.45,3.1,0.0
20150515:1800,940.05,65.43,23.65,3.1,0.0
20150515:1900,831.62,57.12,23.57,2.83,0.0
20150515:2000,262.36,46.64,23.99,2.55,0.0
20150515:2100,46.75,35.38,23.3,2.14,0.0
20150515:2200,46.75,23.94,22.78,2.34,0.0
20150515:2300,35.42,12.66,21.73,2.55,0.0
20150516:0000,3.22,1.98,20.1,3.1,0.0
20150516:0100,0.0,0.0,18.7,3.03,0.0
20150516:0200,0.0,0.0,17.76,2.69,0.0
20150516:0300,0.0,0.0,17.14,2.48,0.0
20150516:0400,0.0,0.0,16.79,2.34,0.0
20150516:0500,0.0,0.0,16.6,2.21,0.0
20150516:0600,0.0,0.0,16.24,2.0,0.0
20150516:0700,0.0,0.0,16.03,2.0,0.0
20150516:0800,0.0,0.0,15.86,1.79,0.0
20150516:0900,0.0,0.0,15.72,1.52,0.0
20150516:1000,0.0,0.0,15.34,1.45,0.0
20150516:1100,57.16,11.59,16.0,0.97,0.0
20150516:1200,175.96,22.83,17.88,0.97,0.0
20150516:1300,211.58,34.27,19.43,0.97,0.0
20150516:1400,384.18,45.58,21.04,0.9,0.0
20150516:1500,704.29,56.21,23.86,0.97,0.0
20150516:1600,749.88,64.91,26.41,1.17,0.0
20150516:1700,803.23,68.89,28.26,1.38,0.0
20150516:1800,774.24,65.64,29.57,1.52,1.0
20150516:1900,601.42,57.29,29.64,1.52,0.0
20150516:2000,24.7,46.79,29.93,1.59,0.0
20150516:2100,145.5,35.52,27.95,2.41,0.0
20150516:2200,89.09,24.08,22.17,1.93,0.0
20150516:2300,53.13,12.8,21.65,0.62,0.0
20150517:0000,12.08,2.13,20.63,1.17,0.0
20150517:0100,0.0,0.0,20.1,1.45,0.0
20150517:0200,0.0,0.0,19.5,1.66,0.0
20150517:0300,0.0,0.0,19.24,1.17,0.0
20150517:0400,0.0,0.0,18.94,1.24,0.0
20150517:0500,0.0,0.0,18.39,1.59,0.0
20150517:0600,0.0,0.0,18.23,1.52,0.0
20150517:0700,0.0,0.0,18.63,1.59,0.0
20150517:0800,0.0,0.0,18.65,1.52,0.0
20150517:0900,0.0,0.0,18.39,1.45,0.0
20150517:1000,0.0,0.0,18.01,1.45,0.0
20150517:1100,37.03,11.73,18.67,0.97,0.0
20150517:1200,85.56,22.96,19.96,0.97,0.0
20150517:1300,100.55,34.4,21.4,1.17,0.0
20150517:1400,224.98,45.72,22.42,1.52,0.0
20150517:1500,214.78,56.36,22.92,1.52,0.0
20150517:1600,371.49,65.1,23.85,1.72,0.0
20150517:1700,372.27,69.12,24.67,1.93,0.0
20150517:1800,707.15,65.85,24.84,2.21,0.0
20150517:1900,610.18,57.46,26.42,1.59,0.0
20150517:2000,642.95,46.94,26.84,1.66,0.0
20150517:2100,440.65,35.66,26.81,1.59,0.0
20150517:2200,219.38,24.22,26.3,1.66,0.0
20150517:2300,57.16,12.95,25.19,0.97,0.0
20150518:0000,11.27,2.29,24.01,1.03,0.0
20150518:0100,0.0,0.0,22.37,0.97,0.0
20150518:0200,0.0,0.0,22.94,0.41,0.0
20150518:0300,0.0,0.0,21.87,0.62,0.0
20150518:0400,0.0,0.0,20.09,0.97,0.0
20150518:0500,0.0,0.0,19.84,0.83,0.0
20150518:0600,0.0,0.0,20.02,0.62,0.0
20150518:0700,0.0,0.0,19.66,0.83,0.0
20150518:0800,0.0,0.0,18.25,1.17,0.0
20150518:0900,0.0,0.0,18.01,1.03,0.0
20150518:1000,1.61,1.13,17.83,0.97,0.0
20150518:1100,57.16,11.86,19.13,0.41,0.0
20150518:1200,201.59,23.09,21.83,0.28,0.0
20150518:1300,418.03,34.53,24.09,0.34,0.0
20150518:1400,534.59,45.85,26.07,0.48,0.0
20150518:1500,676.08,56.51,27.21,0.34,0.0
20150518:1600,701.11,65.29,27.93,0.55,0.0
20150518:1700,677.2,69.34,28.3,0.83,0.0
20150518:1800,719.15,66.05,29.29,1.03,0.0
20150518:1900,546.87,57.62,29.59,1.31,0.0
20150518:2000,520.19,47.08,30.12,1.31,0.0
20150518:2100,323.64,35.8,28.05,2.07,0.0
20150518:2200,14.99,24.36,25.11,2.62,0.0
20150518:2300,6.44,13.09,22.5,2.14,0.0
20150519:0000,0.0,0.0,21.68,2.21,0.0
20150519:0100,0.0,0.0,21.05,2.28,0.0
20150519:0200,0.0,0.0,20.76,2.41,0.0
20150519:0300,0.0,0.0,20.35,2.21,0.0
20150519:0400,0.0,0.0,20.06,1.86,0.0
20150519:0500,0.0,0.0,19.73,1.66,0.0
20150519:0600,0.0,0.0,19.42,1.52,0.0
20150519:0700,0.0,0.0,17.71,1.31,0.0
20150519:0800,0.0,0.0,17.29,1.1,0.0
20150519:0900,0.0,0.0,17.11,1.24,0.0
20150519:1000,0.0,0.0,17.25,1.38,0.0
20150519:1100,4.03,11.99,17.7,0.97,0.0
20150519:1200,14.99,23.21,18.73,0.76,0.0
20150519:1300,226.7,34.65,20.06,1.1,0.0
20150519:1400,337.68,45.97,21.73,1.72,0.0
20150519:1500,507.36,56.66,23.19,2.0,0.0
20150519:1600,910.95,65.48,24.82,2.14,0.0
20150519:1700,954.7,69.56,26.66,2.48,0.0
20150519:1800,583.61,66.24,27.81,2.97,0.0
20150519:1900,820.87,57.78,28.36,3.52,0.0
20150519:2000,419.07,47.22,27.28,3.24,0.0
20150519:2100,452.24,35.93,27.33,2.76,0.0
20150519:2200,231.27,24.49,27.32,2.62,0.0
20150519:2300,55.55,13.23,26.34,2.48,0.0
20150520:0000,13.69,2.59,24.31,2.76,0.0
20150520:0100,0.0,0.0,22.89,3.17,0.0
20150520:0200,0.0,0.0,21.59,3.38,0.0
20150520:0300,0.0,0.0,20.07,3.72,0.0
20150520:0400,0.0,0.0,18.38,3.93,0.0
20150520:0500,0.0,0.0,16.83,3.72,0.0
20150520:0600,0.0,0.0,15.52,3.72,0.0
20150520:0700,0.0,0.0,14.84,3.52,0.0
20150520:0800,0.0,0.0,13.79,3.24,0.0
20150520:0900,0.0,0.0,12.93,3.03,0.0
20150520:1000,8.86,1.4,12.25,3.03,0.0
20150520:1100,31.4,12.11,12.23,3.59,0.0
20150520:1200,52.92,23.33,12.72,4.28,0.0
20150520:1300,168.1,34.76,13.26,4.55,0.0
20150520:1400,565.89,46.09,13.9,4.48,0.0
20150520:1500,626.12,56.8,14.81,4.41,0.0
20150520:1600,801.9,65.65,15.73,4.14,0.0
20150520:1700,866.07,69.77,16.69,3.86,0.0
20150520:1800,784.23,66.44,17.27,3.93,0.0
20150520:1900,681.25,57.94,16.63,3.66,0.0
20150520:2000,633.04,47.36,16.66,3.59,0.0
20150520:2100,466.38,36.07,16.25,3.31,0.0
20150520:2200,227.87,24.63,15.87,3.1,0.0
20150520:2300,57.16,13.37,15.33,2.69,0.0
20150521:0000,15.3,2.74,14.49,1.93,0.0
20150521:0100,0.0,0.0,13.41,1.59,0.0
20150521:0200,0.0,0.0,12.57,1.45,0.0
20150521:0300,0.0,0.0,11.74,1.38,0.0
20150521:0400,0.0,0.0,10.86,1.1,0.0
20150521:0500,0.0,0.0,10.31,1.1,0.0
20150521:0600,0.0,0.0,10.83,1.31,0.0
20150521:0700,0.0,0.0,10.87,0.97,0.0
20150521:0800,0.0,0.0,11.16,0.9,0.0
20150521:0900,0.0,0.0,11.1,0.83,0.0
20150521:1000,3.22,1.53,11.22,0.83,0.0
20150521:1100,49.11,12.23,11.61,0.97,0.0
20150521:1200,43.22,23.44,11.63,0.9,0.0
20150521:1300,38.81,34.87,11.55,0.9,0.0
20150521:1400,82.91,46.21,11.53,1.17,0.0
20150521:1500,241.57,56.93,11.58,1.03,0.0
20150521:1600,391.72,65.82,11.58,1.17,0.0
20150521:1700,260.15,69.97,11.67,1.31,0.0
20150521:1800,492.08,66.62,11.55,1.31,0.0
20150521:1900,429.98,58.1,10.93,0.21,0.0
20150521:2000,233.89,47.5,11.53,0.14,0.0
20150521:2100,145.47,36.2,11.84,0.07,0.0
20150521:2200,52.04,24.76,11.92,0.28,0.0
20150521:2300,33.81,13.51,11.92,0.76,0.0
20150522:0000,4.03,2.88,11.79,1.03,0.0
20150522:0100,0.0,0.0,11.55,1.17,0.0
20150522:0200,0.0,0.0,11.23,1.17,0.0
20150522:0300,0.0,0.0,10.89,1.38,0.0
20150522:0400,0.0,0.0,10.76,1.86,0.0
20150522:0500,0.0,0.0,10.79,2.34,0.0
20150522:0600,0.0,0.0,10.18,2.55,0.0
20150522:0700,0.0,0.0,9.84,2.55,0.0
20150522:0800,0.0,0.0,9.42,2.62,0.0
20150522:0900,0.0,0.0,9.06,2.55,0.0
20150522:1000,10.47,1.65,8.81,2.55,0.0
20150522:1100,54.74,12.34,9.5,2.69,0.0
20150522:1200,216.13,23.54,11.4,2.83,0.0
20150522:1300,446.37,34.97,13.61,3.24,0.0
20150522:1400,662.76,46.32,15.85,3.17,0.0
20150522:1500,835.61,57.06,17.89,3.31,0.0
20150522:1600,945.86,65.98,19.56,3.93,0.0
20150522:1700,985.96,70.17,20.53,5.45,0.0
20150522:1800,564.98,66.81,20.82,5.66,0.0
20150522:1900,844.48,58.25,20.65,5.24,0.0
20150522:2000,677.39,47.64,20.9,5.24,0.0
20150522:2100,466.04,36.33,20.59,5.17,0.0
20150522:2200,239.94,24.89,19.94,4.83,0.0
20150522:2300,57.96,13.65,18.93,4.07,0.0
20150523:0000,16.91,3.03,17.39,3.66,0.0
20150523:0100,0.0,0.0,15.87,3.52,0.0
20150523:0200,0.0,0.0,14.55,3.52,0.0
20150523:0300,0.0,0.0,13.34,3.45,0.0
20150523:0400,0.0,0.0,12.24,3.24,0.0
20150523:0500,0.0,0.0,11.21,2.9,0.0
20150523:0600,0.0,0.0,10.23,2.55,0.0
20150523:0700,0.0,0.0,9.86,2.34,0.0
20150523:0800,0.0,0.0,9.05,2.14,0.0
20150523:0900,0.0,0.0,8.24,1.93,0.0
20150523:1000,11.27,1.77,7.41,1.79,0.0
20150523:1100,56.35,12.45,7.87,1.38,0.0
20150523:1200,222.99,23.64,10.12,2.0,0.0
20150523:1300,460.67,35.07,11.26,1.93,0.0
20150523:1400,683.63,46.42,12.77,1.79,1.0
20150523:1500,861.75,57.18,14.42,1.66,0.0
20150523:1600,976.85,66.14,16.04,1.59,0.0
20150523:1700,1017.26,70.36,17.51,1.52,0.0
20150523:1800,981.92,66.99,18.74,1.52,0.0
20150523:1900,870.9,58.4,19.4,1.38,0.0
20150523:2000,698.7,47.77,20.14,1.45,0.0
20150523:2100,480.81,36.45,20.47,1.52,0.0
20150523:2200,246.22,25.02,20.42,1.52,0.0
20150523:2300,59.57,13.78,19.42,0.76,0.0
20150524:0000,17.71,3.17,18.43,0.83,0.0
20150524:0100,0.0,0.0,15.41,1.38,0.0
20150524:0200,0.0,0.0,13.57,1.45,0.0
20150524:0300,0.0,0.0,12.22,1.86,0.0
20150524:0400,0.0,0.0,11.35,2.21,0.0
20150524:0500,0.0,0.0,10.62,2.07,0.0
20150524:0600,0.0,0.0,9.92,1.93,0.0
20150524:0700,0.0,0.0,9.46,2.07,0.0
20150524:0800,0.0,0.0,9.08,2.0,0.0
20150524:0900,0.0,0.0,8.81,2.0,0.0
20150524:1000,11.27,1.88,8.65,1.93,0.0
20150524:1100,54.74,12.55,9.66,1.52,0.0
20150524:1200,214.2,23.74,13.73,1.17,0.0
20150524:1300,443.42,35.16,16.76,1.17,0.0
20150524:1400,660.19,46.52,19.55,1.03,0.0
20150524:1500,832.77,57.3,22.05,0.97,0.0
20150524:1600,942.9,66.29,23.56,0.83,0.0
20150524:1700,980.03,70.55,24.59,0.9,0.0
20150524:1800,854.57,67.16,25.42,1.1,0.0
20150524:1900,835.14,58.55,25.9,1.1,0.0
20150524:2000,667.94,47.9,26.15,1.24,0.0
20150524:2100,458.88,36.58,26.26,1.38,0.0
20150524:2200,177.65,25.14,25.88,1.31,0.0
20150524:2300,61.99,13.91,24.15,0.83,0.0
20150525:0000,16.1,3.31,23.03,1.52,0.0
20150525:0100,0.0,0.0,20.85,2.55,0.0
20150525:0200,0.0,0.0,18.79,2.55,0.0
20150525:0300,0.0,0.0,17.54,2.41,0.0
20150525:0400,0.0,0.0,16.85,2.28,0.0
20150525:0500,0.0,0.0,16.24,2.14,0.0
20150525:0600,0.0,0.0,15.85,1.93,0.0
20150525:0700,0.0,0.0,16.24,1.93,0.0
20150525:0800,0.0,0.0,15.99,1.86,0.0
20150525:0900,0.0,0.0,15.43,1.86,0.0
20150525:1000,12.88,1.99,14.85,1.86,0.0
20150525:1100,53.13,12.65,15.58,1.52,0.0
20150525:1200,204.56,23.82,18.57,1.72,0.0
20150525:1300,424.24,35.25,20.78,2.07,0.0
20150525:1400,633.32,46.61,23.09,2.14,0.0
20150525:1500,803.91,57.41,25.3,2.28,0.0
20150525:1600,915.05,66.44,27.06,2.48,0.0
20150525:1700,954.86,70.73,28.34,2.9,0.0
20150525:1800,817.78,67.33,29.17,3.24,0.0
20150525:1900,734.63,58.69,28.83,3.59,0.0
20150525:2000,550.78,48.03,28.69,3.66,0.0
20150525:2100,373.5,36.7,28.37,3.72,0.0
20150525:2200,228.81,25.27,27.69,3.52,0.0
20150525:2300,57.16,14.04,26.7,2.9,0.0
20150526:0000,16.91,3.44,24.7,2.62,0.0
20150526:0100,0.0,0.0,23.1,2.69,0.0
20150526:0200,0.0,0.0,22.02,2.76,0.0
20150526:0300,0.0,0.0,21.25,2.69,0.0
20150526:0400,0.0,0.0,20.61,2.69,0.0
20150526:0500,0.0,0.0,20.15,2.62,0.0
20150526:0600,0.0,0.0,19.71,2.41,0.0
20150526:0700,0.0,0.0,19.46,2.14,0.0
20150526:0800,0.0,0.0,18.88,2.07,0.0
20150526:0900,0.0,0.0,18.33,2.0,0.0
20150526:1000,11.27,2.09,17.77,2.0,0.0
20150526:1100,53.13,12.74,18.29,1.59,0.0
20150526:1200,201.78,23.91,20.63,1.79,0.0
20150526:1300,417.25,35.33,22.62,1.72,0.0
20150526:1400,621.67,46.7,24.59,1.52,0.0
20150526:1500,364.98,57.51,26.67,1.52,0.0
20150526:1600,496.73,66.57,28.38,1.52,0.0
20150526:1700,932.82,70.91,29.76,1.72,0.0
20150526:1800,900.22,67.5,30.57,2.0,0.0
20150526:1900,363.02,58.83,27.85,2.34,0.0
20150526:2000,541.31,48.15,28.31,2.28,0.0
20150526:2100,281.73,36.82,28.21,2.28,0.0
20150526:2200,192.09,25.39,28.05,2.41,0.0
20150526:2300,57.16,14.17,27.52,2.28,0.0
20150527:0000,17.71,3.57,25.73,2.21,0.0
20150527:0100,0.0,0.0,24.3,2.48,0.0
20150527:0200,0.0,0.0,23.23,2.41,0.0
20150527:0300,0.0,0.0,22.49,2.48,0.0
20150527:0400,0.0,0.0,22.09,2.62,0.0
20150527:0500,0.0,0.0,21.89,2.62,0.0
20150527:0600,0.0,0.0,21.64,2.55,0.0
20150527:0700,0.0,0.0,21.41,2.69,0.0
20150527:0800,0.0,0.0,21.28,2.62,0.0
20150527:0900,0.0,0.0,21.03,2.55,0.0
20150527:1000,11.27,2.19,20.76,2.48,0.0
20150527:1100,55.55,12.82,21.32,2.07,0.0
20150527:1200,120.01,23.99,22.83,2.62,0.0
20150527:1300,414.94,35.41,24.43,2.83,0.0
20150527:1400,496.92,46.78,26.29,2.76,0.0
20150527:1500,495.59,57.61,27.97,2.83,0.0
20150527:1600,504.91,66.7,29.05,3.1,0.0
20150527:1700,314.59,71.07,27.72,3.38,0.0
20150527:1800,230.1,67.66,26.33,3.17,0.0
20150527:1900,493.42,58.97,24.21,2.62,0.0
20150527:2000,463.07,48.28,24.32,2.0,0.0
20150527:2100,207.97,36.94,25.22,1.86,0.0
20150527:2200,219.63,25.51,26.19,1.79,0.0
20150527:2300,68.43,14.29,25.89,1.72,0.0
20150528:0000,17.71,3.7,24.51,1.86,0.0
20150528:0100,0.0,0.0,23.04,2.07,0.0
20150528:0200,0.0,0.0,22.18,2.14,0.0
20150528:0300,0.0,0.0,21.6,2.14,0.0
20150528:0400,0.0,0.0,21.02,2.07,0.0
20150528:0500,0.0,0.0,20.6,2.07,0.0
20150528:0600,0.0,0.0,20.31,1.93,0.0
20150528:0700,0.0,0.0,20.01,1.79,0.0
20150528:0800,0.0,0.0,19.84,1.72,0.0
20150528:0900,0.0,0.0,19.75,1.52,0.0
20150528:1000,14.49,2.28,19.42,1.38,0.0
20150528:1100,57.16,12.9,19.98,0.83,0.0
20150528:1200,183.35,24.06,22.53,1.1,0.0
20150528:1300,403.37,35.48,24.59,1.66,0.0
20150528:1400,546.09,46.86,26.08,1.72,0.0
20150528:1500,704.72,57.7,27.47,1.59,0.0
20150528:1600,574.65,66.83,28.41,1.79,0.0
20150528:1700,937.6,71.24,28.98,2.0,0.0
20150528:1800,906.02,67.81,29.27,1.93,0.0
20150528:1900,806.19,59.1,29.31,2.0,0.0
20150528:2000,567.43,48.4,29.07,2.07,0.0
20150528:2100,431.92,37.06,28.97,2.0,0.0
20150528:2200,214.67,25.62,28.43,1.79,0.0
20150528:2300,61.18,14.42,27.47,1.38,0.0
20150529:0000,19.32,3.83,25.93,1.79,0.0
20150529:0100,0.0,0.0,23.93,2.14,0.0
20150529:0200,0.0,0.0,22.65,2.28,0.0
20150529:0300,0.0,0.0,21.76,2.48,0.0
20150529:0400,0.0,0.0,20.86,2.48,0.0
20150529:0500,0.0,0.0,19.96,2.28,0.0
20150529:0600,0.0,0.0,19.18,2.0,0.0
20150529:0700,0.0,0.0,18.38,1.72,0.0
20150529:0800,0.0,0.0,17.8,1.72,0.0
